station,event_id,pattern
st012,8578,duplicate_vin
st012,8657,fast_cycle
st012,8693,pattern_mismatch
st012,8713,missing_vin
st012,8718,pattern_mismatch
st012,8734,fast_cycle
st012,8768,ok_but_out_of_spec
st012,8883,cycle_spike
st012,9099,missing_measurement
st012,9114,ok_but_out_of_spec
st012,9158,duplicate_vin
st012,9337,duplicate_vin
st012,9347,pattern_mismatch
st012,9364,missing_vin
st012,9369,cycle_spike
st012,9536,nok_without_reason
st012,9575,nok_without_reason
st012,9673,fault_without_code
st012,9692,missing_vin
st012,9718,pattern_mismatch
st012,9785,fast_cycle
st012,9921,cycle_spike
st012,9927,fault_without_code
st012,10052,fast_cycle
st012,10184,pattern_mismatch
st012,10208,duplicate_vin
st012,10252,ok_but_out_of_spec
st012,10260,pattern_mismatch
st012,10282,missing_measurement
st012,10300,cycle_spike
st012,10401,cycle_spike
st012,10506,fast_cycle
st012,10622,nok_without_reason
st012,10671,fast_cycle
st012,10716,pattern_mismatch
st012,10828,nok_without_reason
st012,10864,pattern_mismatch
st012,10948,cycle_spike
st012,11030,missing_measurement
st012,11065,nok_without_reason
st012,11084,fast_cycle
st012,11299,stuck_sensor
st012,11300,stuck_sensor
st012,11301,stuck_sensor
st012,11302,stuck_sensor
st012,11303,stuck_sensor
st012,11315,ok_but_out_of_spec
st012,11378,nok_without_reason
st012,11394,fast_cycle
st012,11429,ok_but_out_of_spec
st012,11484,nok_without_reason
st012,11546,ok_but_out_of_spec
st012,11589,fault_without_code
st013,23,nok_without_reason
st013,214,missing_measurement
st013,265,fast_cycle
st013,322,pattern_mismatch
st013,326,skipped_upstream
st013,391,cycle_spike
st013,432,duplicate_vin
st013,501,nok_without_reason
st013,502,skipped_upstream
st013,576,duplicate_vin
st013,610,pattern_mismatch
st013,617,pattern_mismatch
st013,623,skipped_upstream
st013,645,stuck_sensor
st013,646,stuck_sensor
st013,647,stuck_sensor
st013,648,stuck_sensor
st013,649,stuck_sensor
st013,650,stuck_sensor
st013,651,stuck_sensor
st013,652,stuck_sensor
st013,673,cycle_spike
st013,816,missing_measurement
st013,830,skipped_upstream
st013,849,skipped_upstream
st013,977,fast_cycle
st013,1017,missing_vin
st013,1019,duplicate_vin
st013,1086,pattern_mismatch
st013,1182,fast_cycle
st013,1306,nok_without_reason
st013,1380,pattern_mismatch
st013,1565,cycle_spike
st013,1594,pattern_mismatch
st013,1597,ok_but_out_of_spec
st013,1762,skipped_upstream
st013,1830,duplicate_vin
st013,1843,pattern_mismatch
st013,1844,missing_vin
st013,1941,pattern_mismatch
st013,1962,skipped_upstream
st013,1995,pattern_mismatch
st013,2093,pattern_mismatch
st013,2141,pattern_mismatch
st013,2217,skipped_upstream
st013,2426,pattern_mismatch
st013,2567,nok_without_reason
st013,2584,ok_but_out_of_spec
st013,2664,ok_but_out_of_spec
st013,2715,nok_without_reason
st013,2784,ok_but_out_of_spec
st013,2789,fast_cycle
st013,2796,cycle_spike
st013,2797,pattern_mismatch
st013,2807,pattern_mismatch
st013,2850,cycle_spike
st013,2868,nok_without_reason
st013,2976,missing_measurement
st013,3001,pattern_mismatch
st013,3282,skipped_upstream
st013,3305,pattern_mismatch
st013,3306,missing_vin
st013,3396,pattern_mismatch
st013,3468,duplicate_vin
st013,3483,nok_without_reason
st013,3530,skipped_upstream
st013,3536,nok_without_reason
st013,3704,pattern_mismatch
st013,3712,nok_without_reason
st013,3715,missing_vin
st013,3742,skipped_upstream
st013,3747,fast_cycle
st013,3775,skipped_upstream
st013,3812,nok_without_reason
st013,3824,missing_vin
st013,3860,skipped_upstream
st013,3921,pattern_mismatch
st013,3926,fast_cycle
st013,4021,cycle_spike
st013,4326,stuck_sensor
st013,4327,stuck_sensor
st013,4328,stuck_sensor
st013,4329,stuck_sensor
st013,4330,stuck_sensor
st013,4331,stuck_sensor
st013,4487,skipped_upstream
st013,4489,missing_measurement
st013,4491,ok_but_out_of_spec
st013,4533,missing_vin
st013,4554,ok_but_out_of_spec
st013,4640,fast_cycle
st013,4690,skipped_upstream
st013,4751,stuck_sensor
st013,4752,stuck_sensor
st013,4753,stuck_sensor
st013,4754,stuck_sensor
st013,4755,stuck_sensor
st013,4756,stuck_sensor
st013,4757,stuck_sensor
st013,4758,stuck_sensor
st013,4793,ok_but_out_of_spec
st013,4881,cycle_spike
st013,4994,pattern_mismatch
st013,5016,pattern_mismatch
st013,5108,cycle_spike
st013,5128,skipped_upstream
st013,5149,pattern_mismatch
st013,5244,ok_but_out_of_spec
st013,5381,nok_without_reason
st013,5411,ok_but_out_of_spec
st013,5453,fault_without_code
st013,5558,missing_measurement
st013,5703,drift
st013,5704,drift
st013,5705,drift
st013,5706,drift
st013,5707,drift
st013,5708,drift
st013,5709,drift
st013,5710,drift
st013,5711,drift
st013,5712,drift
st013,5713,drift
st013,5714,drift
st013,5715,drift
st013,5716,drift
st013,5717,drift
st013,5718,drift
st013,5719,drift
st013,5720,drift
st013,5721,drift
st013,5722,drift
st013,5723,drift
st013,5724,drift
st013,5725,drift
st013,5726,drift
st013,5727,drift
st013,5728,drift
st013,5729,drift
st013,5730,drift
st013,5731,drift
st013,5732,drift
st013,5733,drift
st013,5734,drift
st013,5735,drift
st013,5736,drift
st013,5737,drift
st013,5738,drift
st013,5739,drift
st013,5740,drift
st013,5741,drift
st013,5742,drift
st013,5743,drift
st013,5744,drift
st013,5745,drift
st013,5746,drift
st013,5747,drift
st013,5748,drift
st013,5749,drift
st013,5750,drift
st013,5751,drift
st013,5752,drift
st013,5753,drift
st013,5754,drift
st013,5755,drift
st013,5756,drift
st013,5757,drift
st013,5758,drift
st013,5759,drift
st013,5760,drift
st013,5761,drift
st013,5762,drift
st013,5763,drift
st013,5764,drift
st013,5765,drift
st013,5766,drift
st013,5767,drift
st013,5768,drift
st013,5769,drift
st013,5770,drift
st013,5771,drift
st013,5772,drift
st013,5773,drift
st013,5774,drift
st013,5775,drift
st013,5776,drift
st013,5777,drift
st013,5778,drift
st013,5779,drift
st013,5780,drift
st013,5781,drift
st013,5782,drift
st013,5783,drift
st013,5784,drift
st013,5785,drift
st013,5786,drift
st013,5787,drift
st013,5788,drift
st013,5789,drift
st013,5790,drift
st013,5791,drift
st013,5792,drift
st013,5793,drift
st013,5794,drift
st013,5795,drift
st013,5796,drift
st013,5797,drift
st013,5798,drift
st013,5799,drift
st013,5800,drift
st013,5801,drift
st013,5802,drift
st013,5803,drift
st013,5804,drift
st013,5805,drift
st013,5806,drift
st013,5807,drift
st013,5808,drift
st013,5809,drift
st013,5810,drift
st013,5811,drift
st013,5812,drift
st013,5813,drift
st013,5814,drift
st013,5815,drift
st013,5816,drift
st013,5817,drift
st013,5818,drift
st013,5819,drift
st013,5820,drift
st013,5821,drift
st013,5822,drift
st013,5823,drift
st013,5824,drift
st013,5825,drift
st013,5826,drift
st013,5956,cycle_spike
st013,6031,missing_vin
st013,6037,missing_measurement
st013,6067,cycle_spike
st013,6089,ok_but_out_of_spec
st013,6192,ok_but_out_of_spec
st013,6352,fault_without_code
st013,6361,fast_cycle
st013,6463,fast_cycle
st013,6464,pattern_mismatch
st013,6479,pattern_mismatch
st013,6541,missing_vin
st013,6621,pattern_mismatch
st013,6633,pattern_mismatch
st013,6640,skipped_upstream
st013,6842,duplicate_vin
st013,6926,fast_cycle
st013,6988,pattern_mismatch
st013,6995,fault_without_code
st013,7026,nok_without_reason
st013,7030,missing_vin
st013,7049,pattern_mismatch
st013,7063,skipped_upstream
st013,7129,fast_cycle
st013,7139,cycle_spike
st013,7195,skipped_upstream
st013,7209,skipped_upstream
st013,7290,missing_measurement
st013,7332,duplicate_vin
st013,7436,fault_without_code
st013,7467,fault_without_code
st013,7469,ok_but_out_of_spec
st013,7577,nok_without_reason
st013,7601,nok_without_reason
st013,7701,skipped_upstream
st013,7703,skipped_upstream
st013,7713,ok_but_out_of_spec
st013,7815,missing_measurement
st013,7906,missing_measurement
st013,8148,duplicate_vin
st013,8188,skipped_upstream
st013,8239,cycle_spike
st013,8242,ok_but_out_of_spec
st013,8290,skipped_upstream
st013,8394,cycle_spike
st013,8476,ok_but_out_of_spec
st013,8561,cycle_spike
st013,8582,skipped_upstream
st013,8604,pattern_mismatch
st013,8640,ok_but_out_of_spec
st013,8706,nok_without_reason
st013,8719,skipped_upstream
st013,8758,nok_without_reason
st013,8778,fast_cycle
st013,8815,fast_cycle
st013,8882,fault_without_code
st013,8968,cycle_spike
st013,8992,missing_vin
st013,9165,skipped_upstream
st013,9263,missing_measurement
st013,9345,skipped_upstream
st013,9372,skipped_upstream
st013,9527,cycle_spike
st013,9551,duplicate_vin
st013,9568,cycle_spike
st013,9598,missing_measurement
st013,9613,ok_but_out_of_spec
st013,9698,skipped_upstream
st013,9825,nok_without_reason
st013,9886,nok_without_reason
st013,9943,cycle_spike
st013,9956,pattern_mismatch
st013,10053,missing_measurement
st013,10108,fast_cycle
st013,10214,skipped_upstream
st013,10229,duplicate_vin
st013,10324,cycle_spike
st013,10341,duplicate_vin
st013,10469,cycle_spike
st013,10741,ok_but_out_of_spec
st013,10762,ok_but_out_of_spec
st013,10772,duplicate_vin
st013,11051,ok_but_out_of_spec
st013,11116,nok_without_reason
st013,11225,missing_vin
st013,11254,missing_vin
st013,11282,skipped_upstream
st013,11436,nok_without_reason
st013,11492,cycle_spike
