level,station,event_id,operator_id,shift_date,shift,pattern
cycle,st013,8264,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8265,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8266,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8267,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8268,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8269,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8270,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8271,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8272,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8273,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8274,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8275,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8276,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8277,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8278,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8279,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8280,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8281,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8282,OP-A3,2026-09-19,A,ghost_login
cycle,st013,8317,OP-A4,2026-09-19,A,retry_burst
cycle,st013,8428,OP-A1,2026-09-19,A,rushed_cycle
cycle,st013,8452,OP-A1,2026-09-19,A,retry_burst
cycle,st013,8491,OP-A1,2026-09-19,A,rushed_cycle
cycle,st013,8614,OP-B2,2026-09-19,B,retry_burst
cycle,st013,8861,OP-B4,2026-09-19,B,silent_struggle
cycle,st013,9124,OP-C2,2026-09-19,C,retry_burst
cycle,st013,9223,OP-C2,2026-09-19,C,silent_struggle
cycle,st013,9290,OP-C3,2026-09-19,C,silent_struggle
cycle,st013,9330,OP-C3,2026-09-19,C,silent_struggle
cycle,st013,9456,OP-C4,2026-09-19,C,silent_struggle
cycle,st013,9499,OP-C4,2026-09-19,C,andon_no_response
cycle,st013,9538,OP-C1,2026-09-19,C,silent_struggle
cycle,st013,9586,OP-C1,2026-09-19,C,silent_struggle
cycle,st013,9607,OP-C1,2026-09-19,C,rushed_cycle
cycle,st013,9908,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9910,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9911,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9912,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9913,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9914,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9915,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9916,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9917,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9918,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9919,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9920,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9921,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9922,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9923,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9924,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9925,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9926,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9927,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9928,OP-A3,2026-09-20,A,ghost_login
cycle,st013,9929,OP-A3,2026-09-20,A,ghost_login
cycle,st013,10296,OP-B2,2026-09-20,B,silent_struggle
cycle,st013,10650,OP-B1,2026-09-20,B,rushed_cycle
cycle,st013,10850,OP-C2,2026-09-20,C,retry_burst
cycle,st013,10928,OP-C3,2026-09-20,C,retry_burst
cycle,st013,10943,OP-C3,2026-09-20,C,rushed_cycle
cycle,st013,11103,OP-C4,2026-09-20,C,silent_struggle
cycle,st013,11118,OP-C4,2026-09-20,C,rushed_cycle
cycle,st013,11169,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11170,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11171,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11172,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11173,OP-C4,2026-09-20,C,andon_no_response
cycle,st013,11173,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11174,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11175,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11176,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11177,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11178,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11179,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11180,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11181,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11182,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11183,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11184,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11185,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11186,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11187,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11188,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11189,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11190,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11191,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11192,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11193,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11194,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11195,OP-C4,2026-09-20,C,ghost_login
cycle,st013,11196,OP-C4,2026-09-20,C,ghost_login
operator_shift,,,OP-B2,2026-09-14,B,technique_deviation
operator_shift,,,OP-B2,2026-09-15,B,technique_deviation
operator_shift,,,OP-B2,2026-09-16,B,technique_deviation
operator_shift,,,OP-B2,2026-09-17,B,technique_deviation
operator_shift,,,OP-B2,2026-09-18,B,technique_deviation
operator_shift,,,OP-B2,2026-09-19,B,technique_deviation
operator_shift,,,OP-B2,2026-09-20,B,technique_deviation
operator_shift,,,OP-C1,2026-09-14,C,high_retries
operator_shift,,,OP-C1,2026-09-15,C,high_retries
operator_shift,,,OP-C1,2026-09-16,C,high_retries
operator_shift,,,OP-C1,2026-09-17,C,high_retries
operator_shift,,,OP-C1,2026-09-18,C,high_retries
operator_shift,,,OP-C1,2026-09-19,C,high_retries
operator_shift,,,OP-C1,2026-09-20,C,high_retries
operator_shift,,,OP-C4,2026-09-20,C,high_retries
operator_shift,,,OP-C4,2026-09-17,C,fatigue
operator_shift,,,OP-B4,2026-09-19,B,fatigue
